Options: 
	Output File = (null)
	CSV mode = 0
	Device ID = 0
	Sample Rate = 100 ms
	Number of power samples = 600
	Print PSU info = 0
	Process Name = (null)

	Temperature Cutoff (0 iff disabled) = 0
Initializing NVML... Success
Getting device... Selected device 0: Tesla V100-SXM2-16GB


Starting power measurement...
[000] Power: 36.7200, Util: 0 Temp: 31
[001] Power: 36.7200, Util: 0 Temp: 31
[002] Power: 36.7200, Util: 0 Temp: 31
[003] Power: 36.7200, Util: 0 Temp: 31
[004] Power: 36.7200, Util: 0 Temp: 31
[005] Power: 36.7200, Util: 0 Temp: 31
[006] Power: 36.7200, Util: 0 Temp: 31
[007] Power: 36.7200, Util: 0 Temp: 31
[008] Power: 36.7200, Util: 0 Temp: 31
[009] Power: 36.7200, Util: 0 Temp: 31
[010] Power: 36.7200, Util: 0 Temp: 31
[011] Power: 36.7200, Util: 0 Temp: 31
[012] Power: 36.7200, Util: 0 Temp: 31
[013] Power: 36.7200, Util: 0 Temp: 31
[014] Power: 36.7200, Util: 0 Temp: 31
[015] Power: 36.7200, Util: 0 Temp: 31
[016] Power: 36.7200, Util: 0 Temp: 31
[017] Power: 36.7200, Util: 0 Temp: 31
[018] Power: 36.7200, Util: 0 Temp: 31
[019] Power: 36.7200, Util: 0 Temp: 31
[020] Power: 36.7200, Util: 0 Temp: 31
[021] Power: 36.7200, Util: 0 Temp: 31
[022] Power: 36.7200, Util: 0 Temp: 31
[023] Power: 36.7200, Util: 0 Temp: 31
[024] Power: 36.7200, Util: 0 Temp: 31
[025] Power: 36.7200, Util: 0 Temp: 31
[026] Power: 36.7200, Util: 0 Temp: 31
[027] Power: 36.7200, Util: 0 Temp: 31
[028] Power: 36.7200, Util: 0 Temp: 31
[029] Power: 36.7200, Util: 0 Temp: 31
[030] Power: 36.7200, Util: 0 Temp: 31
[031] Power: 36.7200, Util: 0 Temp: 31
[032] Power: 36.7200, Util: 0 Temp: 31
[033] Power: 36.7200, Util: 0 Temp: 31
[034] Power: 36.7200, Util: 0 Temp: 31
[035] Power: 36.7200, Util: 0 Temp: 31
[036] Power: 36.7200, Util: 0 Temp: 31
[037] Power: 36.7200, Util: 0 Temp: 31
