Options: 
	Output File = (null)
	CSV mode = 0
	Device ID = 0
	Sample Rate = 100 ms
	Number of power samples = 600
	Print PSU info = 0
	Process Name = (null)

	Temperature Cutoff (0 iff disabled) = 0
Initializing NVML... Success
Getting device... Selected device 0: Tesla V100-SXM2-16GB


Starting power measurement...
[000] Power: 261.8240, Util: 99 Temp: 52
[001] Power: 261.8240, Util: 99 Temp: 52
[002] Power: 261.8240, Util: 99 Temp: 52
[003] Power: 261.3380, Util: 99 Temp: 52
[004] Power: 261.8240, Util: 99 Temp: 52
[005] Power: 261.8240, Util: 99 Temp: 52
[006] Power: 261.8240, Util: 99 Temp: 52
[007] Power: 261.8240, Util: 99 Temp: 52
[008] Power: 261.8240, Util: 99 Temp: 52
[009] Power: 261.8240, Util: 99 Temp: 52
[010] Power: 261.8240, Util: 99 Temp: 52
[011] Power: 261.8240, Util: 99 Temp: 52
[012] Power: 261.8240, Util: 99 Temp: 52
[013] Power: 261.8240, Util: 99 Temp: 52
[014] Power: 261.8240, Util: 99 Temp: 52
[015] Power: 261.8240, Util: 99 Temp: 52
[016] Power: 261.8240, Util: 99 Temp: 52
[017] Power: 261.8240, Util: 99 Temp: 52
[018] Power: 261.8240, Util: 99 Temp: 52
[019] Power: 261.8240, Util: 99 Temp: 52
[020] Power: 261.8240, Util: 99 Temp: 52
[021] Power: 261.8240, Util: 99 Temp: 52
[022] Power: 261.8240, Util: 99 Temp: 52
[023] Power: 261.8240, Util: 99 Temp: 52
[024] Power: 261.8240, Util: 99 Temp: 52
[025] Power: 261.8240, Util: 99 Temp: 52
[026] Power: 261.8240, Util: 99 Temp: 52
[027] Power: 261.8240, Util: 99 Temp: 52
[028] Power: 261.8240, Util: 99 Temp: 52
[029] Power: 261.8240, Util: 99 Temp: 52
[030] Power: 261.8240, Util: 99 Temp: 52
[031] Power: 261.8240, Util: 99 Temp: 52
[032] Power: 261.8240, Util: 99 Temp: 52
[033] Power: 261.8240, Util: 99 Temp: 52
[034] Power: 261.8240, Util: 99 Temp: 52
[035] Power: 261.8240, Util: 99 Temp: 52
[036] Power: 261.8240, Util: 99 Temp: 52
[037] Power: 261.8240, Util: 99 Temp: 52
[038] Power: 261.8240, Util: 99 Temp: 52
[039] Power: 261.8240, Util: 99 Temp: 52
[040] Power: 261.8240, Util: 99 Temp: 52
[041] Power: 261.8240, Util: 99 Temp: 52
[042] Power: 261.8240, Util: 99 Temp: 52
[043] Power: 261.8240, Util: 99 Temp: 52
[044] Power: 261.8240, Util: 99 Temp: 52
[045] Power: 261.8240, Util: 99 Temp: 52
[046] Power: 261.8240, Util: 99 Temp: 52
[047] Power: 261.8240, Util: 99 Temp: 52
[048] Power: 261.8240, Util: 99 Temp: 52
[049] Power: 261.8240, Util: 99 Temp: 52
[050] Power: 261.8240, Util: 99 Temp: 52
[051] Power: 262.3100, Util: 99 Temp: 52
[052] Power: 262.3100, Util: 99 Temp: 52
[053] Power: 261.8240, Util: 99 Temp: 52
[054] Power: 261.8240, Util: 99 Temp: 52
[055] Power: 261.8240, Util: 99 Temp: 52
[056] Power: 261.8240, Util: 99 Temp: 52
[057] Power: 261.8240, Util: 99 Temp: 52
[058] Power: 261.8240, Util: 99 Temp: 52
[059] Power: 261.8240, Util: 99 Temp: 52
[060] Power: 261.8240, Util: 99 Temp: 52
[061] Power: 262.3100, Util: 99 Temp: 52
[062] Power: 261.8240, Util: 99 Temp: 52
[063] Power: 261.8240, Util: 99 Temp: 52
[064] Power: 261.8240, Util: 99 Temp: 52
[065] Power: 261.8240, Util: 99 Temp: 52
[066] Power: 261.6520, Util: 99 Temp: 52
[067] Power: 261.8240, Util: 99 Temp: 52
[068] Power: 261.8240, Util: 99 Temp: 52
[069] Power: 261.8240, Util: 99 Temp: 52
[070] Power: 261.8240, Util: 99 Temp: 52
[071] Power: 261.8240, Util: 99 Temp: 52
[072] Power: 262.3100, Util: 99 Temp: 52
[073] Power: 261.8240, Util: 99 Temp: 52
[074] Power: 261.8240, Util: 99 Temp: 52
[075] Power: 261.8240, Util: 99 Temp: 52
[076] Power: 261.8240, Util: 99 Temp: 52
[077] Power: 262.3100, Util: 99 Temp: 52
[078] Power: 262.3100, Util: 99 Temp: 52
[079] Power: 261.8240, Util: 99 Temp: 52
[080] Power: 261.6520, Util: 99 Temp: 52
[081] Power: 262.3100, Util: 99 Temp: 52
[082] Power: 262.3100, Util: 99 Temp: 52
[083] Power: 261.8240, Util: 99 Temp: 52
[084] Power: 261.8240, Util: 99 Temp: 52
[085] Power: 261.8240, Util: 99 Temp: 52
[086] Power: 261.8240, Util: 99 Temp: 52
[087] Power: 262.3100, Util: 99 Temp: 52
[088] Power: 262.3100, Util: 99 Temp: 52
[089] Power: 261.8240, Util: 99 Temp: 52
[090] Power: 262.3100, Util: 99 Temp: 52
[091] Power: 262.3100, Util: 99 Temp: 52
[092] Power: 262.3100, Util: 99 Temp: 52
[093] Power: 261.8240, Util: 99 Temp: 52
[094] Power: 261.8240, Util: 99 Temp: 52
[095] Power: 262.3100, Util: 99 Temp: 52
[096] Power: 262.3100, Util: 99 Temp: 52
[097] Power: 262.3100, Util: 99 Temp: 52
[098] Power: 262.3100, Util: 99 Temp: 52
[099] Power: 261.8240, Util: 99 Temp: 52
[100] Power: 262.3100, Util: 99 Temp: 52
[101] Power: 262.3100, Util: 99 Temp: 52
[102] Power: 262.3100, Util: 99 Temp: 52
[103] Power: 261.8240, Util: 99 Temp: 52
[104] Power: 261.8240, Util: 99 Temp: 52
[105] Power: 262.3100, Util: 99 Temp: 52
[106] Power: 262.3100, Util: 99 Temp: 52
[107] Power: 262.3100, Util: 99 Temp: 52
[108] Power: 262.3100, Util: 99 Temp: 52
[109] Power: 261.8240, Util: 99 Temp: 52
[110] Power: 261.8240, Util: 99 Temp: 52
[111] Power: 262.3100, Util: 99 Temp: 52
[112] Power: 262.3100, Util: 99 Temp: 52
[113] Power: 261.8240, Util: 99 Temp: 52
[114] Power: 261.8240, Util: 99 Temp: 52
[115] Power: 262.3100, Util: 99 Temp: 52
[116] Power: 262.3100, Util: 99 Temp: 52
[117] Power: 261.8240, Util: 99 Temp: 52
[118] Power: 262.3100, Util: 99 Temp: 52
[119] Power: 262.3100, Util: 99 Temp: 52
[120] Power: 261.8240, Util: 99 Temp: 52
[121] Power: 262.3100, Util: 99 Temp: 52
[122] Power: 262.3100, Util: 99 Temp: 52
[123] Power: 261.8240, Util: 99 Temp: 52
[124] Power: 262.3100, Util: 99 Temp: 52
[125] Power: 262.3100, Util: 99 Temp: 52
[126] Power: 262.3100, Util: 99 Temp: 52
[127] Power: 262.3100, Util: 99 Temp: 52
[128] Power: 262.3100, Util: 99 Temp: 52
[129] Power: 262.3100, Util: 99 Temp: 52
[130] Power: 261.8240, Util: 99 Temp: 52
[131] Power: 262.3100, Util: 99 Temp: 52
[132] Power: 262.3100, Util: 99 Temp: 52
[133] Power: 261.8240, Util: 99 Temp: 52
[134] Power: 261.8240, Util: 99 Temp: 52
[135] Power: 261.8240, Util: 99 Temp: 52
[136] Power: 262.3100, Util: 99 Temp: 52
[137] Power: 261.8240, Util: 99 Temp: 52
[138] Power: 262.3100, Util: 99 Temp: 52
[139] Power: 261.8240, Util: 99 Temp: 52
[140] Power: 261.8240, Util: 99 Temp: 52
[141] Power: 262.3100, Util: 99 Temp: 52
[142] Power: 262.3100, Util: 99 Temp: 52
[143] Power: 261.8240, Util: 99 Temp: 52
[144] Power: 261.8240, Util: 99 Temp: 52
[145] Power: 261.8240, Util: 99 Temp: 52
[146] Power: 262.3100, Util: 99 Temp: 52
[147] Power: 262.3100, Util: 99 Temp: 52
[148] Power: 262.3100, Util: 99 Temp: 52
[149] Power: 261.8240, Util: 99 Temp: 52
[150] Power: 261.8240, Util: 99 Temp: 52
[151] Power: 262.3100, Util: 99 Temp: 52
[152] Power: 262.3100, Util: 99 Temp: 52
[153] Power: 261.8240, Util: 99 Temp: 52
[154] Power: 261.8240, Util: 99 Temp: 52
[155] Power: 262.3100, Util: 99 Temp: 52
[156] Power: 262.3100, Util: 99 Temp: 52
[157] Power: 262.3100, Util: 99 Temp: 52
[158] Power: 262.3100, Util: 99 Temp: 52
[159] Power: 261.8240, Util: 99 Temp: 52
[160] Power: 261.8240, Util: 99 Temp: 52
[161] Power: 262.1370, Util: 99 Temp: 53
[162] Power: 262.3100, Util: 99 Temp: 53
[163] Power: 261.8240, Util: 99 Temp: 52
[164] Power: 261.8240, Util: 99 Temp: 52
[165] Power: 262.3100, Util: 99 Temp: 52
[166] Power: 261.8240, Util: 99 Temp: 52
[167] Power: 261.8240, Util: 99 Temp: 52
[168] Power: 261.8240, Util: 99 Temp: 52
[169] Power: 261.8240, Util: 99 Temp: 52
[170] Power: 261.8240, Util: 99 Temp: 52
[171] Power: 262.3100, Util: 99 Temp: 53
[172] Power: 262.3100, Util: 99 Temp: 53
[173] Power: 261.8240, Util: 99 Temp: 53
[174] Power: 261.8240, Util: 99 Temp: 53
[175] Power: 262.3100, Util: 99 Temp: 53
[176] Power: 262.3100, Util: 99 Temp: 53
[177] Power: 261.8240, Util: 99 Temp: 53
[178] Power: 262.3100, Util: 99 Temp: 53
[179] Power: 261.8240, Util: 99 Temp: 52
[180] Power: 261.8240, Util: 99 Temp: 52
[181] Power: 262.3100, Util: 99 Temp: 53
[182] Power: 262.3100, Util: 99 Temp: 53
[183] Power: 261.8240, Util: 99 Temp: 52
[184] Power: 261.8240, Util: 99 Temp: 53
[185] Power: 262.3100, Util: 99 Temp: 52
[186] Power: 262.3100, Util: 99 Temp: 53
[187] Power: 262.3100, Util: 99 Temp: 53
[188] Power: 262.3100, Util: 99 Temp: 53
[189] Power: 261.8240, Util: 99 Temp: 52
[190] Power: 261.8240, Util: 99 Temp: 52
[191] Power: 262.3100, Util: 99 Temp: 53
[192] Power: 262.3100, Util: 99 Temp: 53
[193] Power: 261.8240, Util: 99 Temp: 53
[194] Power: 261.8240, Util: 99 Temp: 53
[195] Power: 262.3100, Util: 99 Temp: 53
[196] Power: 262.3100, Util: 99 Temp: 53
[197] Power: 262.3100, Util: 99 Temp: 53
[198] Power: 262.3100, Util: 99 Temp: 53
[199] Power: 261.8240, Util: 99 Temp: 53
[200] Power: 261.8240, Util: 99 Temp: 52
[201] Power: 262.3100, Util: 99 Temp: 52
[202] Power: 262.3100, Util: 99 Temp: 53
[203] Power: 261.8240, Util: 99 Temp: 53
[204] Power: 262.3100, Util: 99 Temp: 53
[205] Power: 262.3100, Util: 99 Temp: 53
[206] Power: 262.3100, Util: 99 Temp: 53
[207] Power: 261.8240, Util: 99 Temp: 53
[208] Power: 262.3100, Util: 99 Temp: 53
[209] Power: 262.3100, Util: 99 Temp: 53
[210] Power: 261.8240, Util: 99 Temp: 53
