Options: 
	Output File = (null)
	CSV mode = 0
	Device ID = 0
	Sample Rate = 100 ms
	Number of power samples = 600
	Print PSU info = 0
	Process Name = (null)

	Temperature Cutoff (0 iff disabled) = 0
Initializing NVML... Success
Getting device... Selected device 0: Tesla V100-SXM2-16GB


Starting power measurement...
[000] Power: 168.2490, Temp: 42
[001] Power: 168.2490, Temp: 42
[002] Power: 168.2490, Temp: 42
[003] Power: 168.2490, Temp: 42
[004] Power: 168.2490, Temp: 42
[005] Power: 168.1390, Temp: 42
[006] Power: 168.2490, Temp: 42
[007] Power: 168.2490, Temp: 42
[008] Power: 168.2490, Temp: 42
[009] Power: 168.2490, Temp: 42
[010] Power: 168.2490, Temp: 42
[011] Power: 168.1390, Temp: 42
[012] Power: 168.2490, Temp: 42
[013] Power: 168.2490, Temp: 42
[014] Power: 168.2490, Temp: 42
[015] Power: 168.2490, Temp: 42
[016] Power: 168.2490, Temp: 42
[017] Power: 168.2490, Temp: 42
[018] Power: 168.2490, Temp: 42
[019] Power: 167.2740, Temp: 42
[020] Power: 168.2490, Temp: 42
[021] Power: 168.2490, Temp: 42
[022] Power: 168.2490, Temp: 42
[023] Power: 168.7370, Temp: 42
[024] Power: 168.7370, Temp: 42
[025] Power: 168.7370, Temp: 42
[026] Power: 168.2490, Temp: 42
[027] Power: 168.7370, Temp: 42
[028] Power: 168.7370, Temp: 42
[029] Power: 168.7370, Temp: 42
[030] Power: 168.7370, Temp: 42
[031] Power: 168.7370, Temp: 42
[032] Power: 168.7370, Temp: 42
[033] Power: 168.7370, Temp: 42
[034] Power: 168.7370, Temp: 42
[035] Power: 168.7370, Temp: 42
[036] Power: 168.7370, Temp: 42
[037] Power: 168.7370, Temp: 42
[038] Power: 168.7370, Temp: 42
[039] Power: 168.7370, Temp: 42
[040] Power: 168.7370, Temp: 42
[041] Power: 168.7370, Temp: 42
[042] Power: 168.7370, Temp: 42
[043] Power: 168.7370, Temp: 42
[044] Power: 168.7370, Temp: 42
[045] Power: 168.7370, Temp: 42
[046] Power: 168.7370, Temp: 42
[047] Power: 168.7370, Temp: 42
[048] Power: 168.6260, Temp: 42
[049] Power: 168.7370, Temp: 42
[050] Power: 168.7370, Temp: 42
[051] Power: 168.7370, Temp: 42
[052] Power: 168.1390, Temp: 42
[053] Power: 168.2490, Temp: 42
[054] Power: 168.7370, Temp: 42
[055] Power: 168.7370, Temp: 42
[056] Power: 168.7370, Temp: 42
[057] Power: 168.7370, Temp: 42
[058] Power: 168.2490, Temp: 42
[059] Power: 168.7370, Temp: 42
[060] Power: 168.2490, Temp: 42
[061] Power: 168.7370, Temp: 42
[062] Power: 168.7370, Temp: 42
[063] Power: 168.7370, Temp: 42
[064] Power: 168.7370, Temp: 42
[065] Power: 168.2490, Temp: 42
[066] Power: 168.2490, Temp: 42
[067] Power: 168.7370, Temp: 42
[068] Power: 168.7370, Temp: 42
[069] Power: 168.7370, Temp: 42
[070] Power: 168.2490, Temp: 42
[071] Power: 168.2490, Temp: 42
[072] Power: 168.7370, Temp: 42
[073] Power: 168.2490, Temp: 42
[074] Power: 168.7370, Temp: 42
[075] Power: 168.2490, Temp: 42
[076] Power: 168.2490, Temp: 42
[077] Power: 168.2490, Temp: 42
